episode_number,season,title,subtitle,description,author,publication_date,duration_minutes,audio_url,audio_file_size,audio_type,episode_url,keywords,guid
260,1,The $500K Confidence Boost: Winning GovCon with Zero Capital & One Smart Question,"Today’s show was brought to you by our sponsor Encore Funding. Have you or someone you know recently been awarded a government contract and cannot secure funding? Encore Funding has your back, with a recently launched Government division they are...","Today’s show was brought to you by our sponsor Encore Funding. Have you or someone you know recently been awarded a government contract and cannot secure funding? Encore Funding has your back, with a recently launched Government division they are funding your receivables so you can just focus on the work. Visit encoregov.com for more information on how to get the money you need to continue growing your business. On this episode of the GovCon Giants Podcast, I sit down with Sylvia Kapushinski, a former war photographer turned federal contractor who went from zero experience and no money to winning a government contract solo. She shares how one video on vendor credit gave her the belief that she could actually do this—and she ran with it. From watching YouTube to attending site visits, building vendor relationships, and digging deep into solicitation details, Sylvia’s story is a masterclass in what happens when you stop self-eliminating and start showing up. She walks us through how she became the only bidder on a modular building contract, how she leveraged a free SBA line of credit to unlock $500K in bonding, and the exact vendor credit strategies she used to deliver without upfront capital. We even talk about why paying attention to the details most people skip is the reason she outperformed veteran contractors. If you're a solopreneur, feeling intimidated, or unsure of where to start—this episode is your blueprint. Linkedin: https://www.linkedin.com/in/sylwiakapuscinski/ Company Linkedin: https://www.linkedin.com/company/hj-gov-contracting-corp/ Website: https://www.hjgovcontractingcorp.com/",Eric Coffie,2025-04-09,38,https://traffic.libsyn.com/secure/govcongiants/EP260_-_FULL_Audio.mp3?dest-id=1224122,54932544,audio/mpeg,https://govcongiants.libsyn.com/260-the-500k-confidence-boost-winning-govcon-with-zero-capital-one-smart-question,,9cbc503d-0b7f-4841-8f6f-a8bed9a0398a
259,1,Pricing Like a Pro: Insider Strategies from a $B GovCon Expert,"Ever been burned by finance companies, I know I have. So often as small minority owned businesses we do not get the best rates, offers or just out right get taken advantage of because of what we don’t know. Thanks to our new partner, Encore Funding...","Ever been burned by finance companies, I know I have. So often as small minority owned businesses we do not get the best rates, offers or just out right get taken advantage of because of what we don’t know. Thanks to our new partner, Encore Funding we are now bringing you a trusted source for government contract financing. With more than $500M in funding going to minorities alone in 2024 Encore is here to support your business. Visit encoregov.com for information on how to apply. On this episode of the GovCon Giants Podcast, I sat down with Jon Barker—a government pricing expert who’s been in the federal space since 2000, helping companies win and manage billions in contracts. We pulled up a real opportunity from SAM.gov and walked through the entire thought process behind pricing a government proposal the right way. From analyzing Section B to understanding wage determinations and deliverables, Jon broke it all down like a true pro. He emphasized why understanding the customer, not just the solicitation, is key to winning—not just bidding. We also talked about the dangers of blind bidding and why alignment with your customer’s mission can be the difference between scoring solid past performance or being stuck with a contract you can’t execute. Jon dropped gold on evaluating milestones, building pricing strategies from the scope of work, and even using USAspending to uncover historical pricing. Whether you’re brand new or seasoned in GovCon, this episode is your crash course in leveling up your pricing game. Don’t miss it. Linkedin: https://www.linkedin.com/in/jon-barker-4648b84/ Company Linkedin: https://www.linkedin.com/company/stratgrowthpartners/ Website: https://strategicgrowthpartners.com/",Eric Coffie,2025-04-02,31,https://traffic.libsyn.com/secure/govcongiants/EP259_-_FULL_Audio.mp3?dest-id=1224122,44842176,audio/mpeg,https://govcongiants.libsyn.com/259-pricing-like-a-pro-insider-strategies-from-a-b-govcon-expert,,0081f3be-dba8-4b0e-9171-4978baa8f7be
258,1,New SBA Rule Unlocked: What 8(a) Investors & Owners Must Know Now,"Ever been burned by finance companies, I know I have. So often as small minority owned businesses we do not get the best rates, offers or just out right get taken advantage of because of what we don’t know. Thanks to our new partner, Encore Funding...","Ever been burned by finance companies, I know I have. So often as small minority owned businesses we do not get the best rates, offers or just out right get taken advantage of because of what we don’t know. Thanks to our new partner, Encore Funding we are now bringing you a trusted source for government contract financing. With more than $500M in funding going to minorities alone in 2024 Encore is here to support your business. Visit encoregov.com for information on how to apply. On this episode of the Govcon Giants podcast, I sat down with Meghan Leemon, a partner at PilieroMazza and a trusted expert in government contracting law, to break down one of the most important SBA updates we've seen in years. The final rule—effective January 2025—loosens the grip on investor control in 8(a) companies, allowing for expanded minority ownership rights. Meghan walks us through how investors can now have defined veto rights, what qualifies as “extraordinary circumstances,” and how this shift opens up real opportunities for outside capital while keeping the qualifying owner in the driver's seat. We also get into the weeds on ownership limits, NAICS code restrictions, and how existing or potential 8(a) firms should approach these changes strategically. Meghan clarifies the nuance around owning multiple 8(a) businesses and what kind of due diligence is needed if your company is in a similar line of business. Plus, we touch on the constitutional challenges to the program post-Ultima and what you need to know to stay compliant while taking full advantage of the new rules. Tune in to hear how this affects your investments, partnerships, and business growth inside the federal contracting space.",Eric Coffie,2025-03-26,18,https://traffic.libsyn.com/secure/govcongiants/EP258_-_FULL_Audio.mp3?dest-id=1224122,25594147,audio/mpeg,https://govcongiants.libsyn.com/new-sba-rule-unlocked-what-8a-investors-owners-must-know-now,,e803ad19-e699-479c-933c-5dbf57c6e0e0
257,1,Winning Federal Contracts: Try This 6-Step Proposal Writing System!,"Today’s show was brought to you by our sponsor Encore Funding. Have you or someone you know recently been awarded a government contract and cannot secure funding? Encore Funding has your back, with a recently launched Government division they are...","Today’s show was brought to you by our sponsor Encore Funding. Have you or someone you know recently been awarded a government contract and cannot secure funding? Encore Funding has your back, with a recently launched Government division they are funding your receivables so you can just focus on the work. Visit encoregov.com for more information on how to get the money you need to continue growing your business. Proposal writing used to be my least favorite part of government contracting—until I cracked the code. In this episode, I’m breaking down the exact six-step system I use to craft world-class proposals that win millions of dollars in federal contracts. From understanding the minimum qualifications and dissecting requirements to leveraging AI tools and structuring a high-performing proposal team, I walk you through each critical step to ensure your proposals stand out. If you’ve ever felt overwhelmed by the complexities of technical proposals, this system will transform the way you approach the process, making it faster, more efficient, and most importantly—profitable. Government contracting success isn’t about certifications—it’s about performance, pricing, and capability. That’s why mastering proposal writing is a game-changer. In this episode, I also share real-life mistakes that have cost companies lucrative contracts and how to avoid them. Plus, if you're serious about leveling up, I’ve got an upcoming Proposal Writing Boot Camp that will take you from theory to execution with fully compliant, competitive proposals ready for submission. Tune in, take notes, and start winning more contracts today!",Eric Coffie,2025-03-19,13,https://traffic.libsyn.com/secure/govcongiants/EP257_-_FULL_Audio_With_Encore_Ad_1.mp3?dest-id=1224122,18357120,audio/mpeg,https://govcongiants.libsyn.com/257-winning-federal-contracts-try-this-6-step-proposal-writing-system,,b06ccea2-39cf-42bb-934d-16648fb6fdb8
256,1,Why Certifications Are NOT Holding You Back in Government Contracting This 2025!,Are you positive that you have the best financing in place? Ever question the charges or fees you're paying? Do you know what is industry standard versus excessive. Recently I had our partner Encore Funding look at 3 of my students previous agreements...,"Are you positive that you have the best financing in place? Ever question the charges or fees you're paying? Do you know what is industry standard versus excessive. Recently I had our partner Encore Funding look at 3 of my students previous agreements with finance companies and found many ways that they had been taken advantage of. For far too long this has become the industry norm and now with a trusted ethical company on our side we can rest assured that we are getting the best overall rate. Visit encoregov.com to have them review your current agreements at no charge to see if in fact we can help you keep more money so you can focus on what matters most, growing the business. I had an eye-opening conversation with one of my students last night, and it reminded me of a major misconception in government contracting—many of you think you must have certifications to win contracts. That’s just not true! People are out here scaring you into thinking that without an 8(a), HUBZone, or SDVOSB certification, you don’t stand a chance. But let me tell you, there are plenty of lucrative opportunities that don’t require any certification at all. In this episode, I break down five specific ways you can sell directly to the U.S. government without jumping through bureaucratic hoops. From product sales on platforms like DLA DIBBS and Unison Marketplace to logistics, catering, and even cybersecurity, I’ll show you how others are winning big by thinking outside the box. We also talk about a major wealth transfer happening right now—baby boomers selling off their government contracting businesses, and how you can use SBA-backed financing like SBIC and 7(a) loans to acquire these businesses and step into an already-profitable government contractor role. Plus, I share insights from real-life entrepreneurs who have scaled their businesses beyond certifications. If you’re still stuck in the old mindset that certifications are the only way to succeed, this episode will change the game for you. Stop making excuses, start thinking bigger, and let’s get to work.",Eric Coffie,2025-03-12,28,https://traffic.libsyn.com/secure/govcongiants/EP256_-_With_Encore_Ad.mp3?dest-id=1224122,39672576,audio/mpeg,https://govcongiants.libsyn.com/256-why-certifications-are-not-holding-you-back-in-government-contracting-this-2025,,66fcb434-b9cb-4ca4-9ab9-07ebfea9b687
255,1,Trump Just Shook Up SBA Programs—Here’s What It Means for You!,"Ever been burned by finance companies, I know I have. So often as small minority owned businesses we do not get the best rates, offers or just out right get taken advantage of because of what we don’t know. Thanks to our new partner, Encore Funding...","Ever been burned by finance companies, I know I have. So often as small minority owned businesses we do not get the best rates, offers or just out right get taken advantage of because of what we don’t know. Thanks to our new partner, Encore Funding we are now bringing you a trusted source for government contract financing. With more than $500M in funding going to minorities alone in 2024 Encore is here to support your business. Visit encoregov.com for information on how to apply. In this episode, I break down the latest executive orders from President Trump following his 2025 election victory and what they mean for small business owners in the federal space. There’s a lot of confusion surrounding the recent elimination of DEI initiatives and how it impacts SBA programs like HUBZone, 8(a), and Women-Owned Small Business certifications. I clarify the difference between DEI policies and federally mandated small business programs, which are protected under the Small Business Act—not subject to a simple executive order. Plus, I share why a shrinking federal workforce could mean more contract opportunities for small business owners like you. I also dive into some powerful statistics from 2023—over $700 billion spent in federal contracts, with $180 billion going directly to small businesses. Despite concerns about policy shifts, government spending is only expected to increase, especially in areas like AI, cybersecurity, and disaster recovery. Now is the time to position yourself for success, connect with key decision-makers, and seize the opportunities that are opening up in this evolving market.",Eric Coffie,2025-03-05,17,https://traffic.libsyn.com/secure/govcongiants/EP255_-_With_Encore_Ad.mp3?dest-id=1224122,24973056,audio/mpeg,https://govcongiants.libsyn.com/255-trump-just-shook-up-sba-programsheres-what-it-means-for-you,,e727ee5a-8d5b-4cb3-a84f-b7b38cfb58b1
254,1,Avoid Costly Subcontracting Mistakes: Legal Insights from Cara Wulf,"Today’s show was brought to you by our sponsor Encore Funding. Have you or someone you know recently been awarded a government contract and cannot secure funding? Encore Funding has your back, with a recently launched Government division they are...","Today’s show was brought to you by our sponsor Encore Funding. Have you or someone you know recently been awarded a government contract and cannot secure funding? Encore Funding has your back, with a recently launched Government division they are funding your receivables so you can just focus on the work. Visit encoregov.com for more information on how to get the money you need to continue growing your business. Welcome back to another powerhouse episode of the GovCon Giants Podcast! Today, I sit down with Cara Wulf, a government contracts attorney at McCarter & English LLP, to tackle the critical legal issues surrounding subcontracting. Whether you're navigating subcontract percentages, compliance requirements, or the latest contractual updates, this episode is packed with insights that could save your business from costly penalties—or worse, legal trouble. We break down the False Claims Act, key subcontract templates, and the latest restrictions, including the ban on TikTok in federal contracts. If you're a small business or a seasoned contractor, understanding these legal nuances is the key to scaling successfully in government contracting. Cara shares insider strategies from both the government and private sector, helping you avoid common pitfalls and protect your bottom line. Stay tuned until the end—you won’t want to miss these expert tips that could make or break your next contract! Linkedin: https://www.linkedin.com/in/cara-wulf-a9b7a518/ Company Linkedin: https://www.linkedin.com/company/mccarter-&-english-llp/ Website: https://www.mccarter.com/",Eric Coffie,2025-02-26,58,https://traffic.libsyn.com/secure/govcongiants/EP254_-_With_Encore_Ad.mp3?dest-id=1224122,84022272,audio/mpeg,https://govcongiants.libsyn.com/254-avoid-costly-subcontracting-mistakes-legal-insights-from-cara-wulf,,e0577895-1803-41e7-9c16-4ab883d73e60
253,1,From Zero to 3 Government Contracts in 1 Week! Here is Chris Moore’s Winning Formula!,Are you positive that you have the best financing in place? Ever question the charges or fees you're paying? Do you know what is industry standard versus excessive. Recently I had our partner Encore Funding look at 3 of my students previous agreements...,"Are you positive that you have the best financing in place? Ever question the charges or fees you're paying? Do you know what is industry standard versus excessive. Recently I had our partner Encore Funding look at 3 of my students previous agreements with finance companies and found many ways that they had been taken advantage of. For far too long this has become the industry norm and now with a trusted ethical company on our side we can rest assured that we are getting the best overall rate. Visit encoregov.com to have them review your current agreements at no charge to see if in fact we can help you keep more money so you can focus on what matters most, growing the business. In this episode, I sit down with Chris Moore, an entrepreneur who went from having zero contracts to landing three government deals in just one week! Chris shares how he leveraged trust, persistence, and strategic relationship-building to break into the industry—without needing traditional certifications. From working with city parks and airports to securing major institutional projects, Chris proves that success in GovCon is all about the right mindset and approach. I first met Chris through our community, where his relentless hustle in San Antonio, Texas caught my attention. In this episode, he lays out his blueprint for winning contracts through relationships, pricing strategies that actually work, and overcoming early setbacks. If you're struggling to break into government contracting or think certifications are your only way in—think again. Chris’ insights are a game-changer for small business owners looking to fast-track their GovCon success. Tune in and discover how to turn your network into net worth! Linkedin: https://www.linkedin.com/in/chris-moore-519b07247/ Instagram: https://www.instagram.com/chrismoore23910/",Eric Coffie,2025-02-19,32,https://traffic.libsyn.com/secure/govcongiants/EP253_-_With_Encore_Ad.mp3?dest-id=1224122,45967104,audio/mpeg,https://govcongiants.libsyn.com/253-from-zero-to-3-government-contracts-in-1-week-here-is-chris-moores-winning-formula,,42cfd441-c371-472d-8983-e9d9eaeaa0a5
252,1,How Small Businesses Unlock $10M+ in Federal Contracts—Secrets Revealed!,"Ever been burned by finance companies, I know I have. So often as small minority owned businesses we do not get the best rates, offers or just out right get taken advantage of because of what we don’t know. Thanks to our new partner, Encore Funding...","Ever been burned by finance companies, I know I have. So often as small minority owned businesses we do not get the best rates, offers or just out right get taken advantage of because of what we don’t know. Thanks to our new partner, Encore Funding we are now bringing you a trusted source for government contract financing. With more than $500M in funding going to minorities alone in 2024 Encore is here to support your business. Visit encoregov.com for information on how to apply. At our 2024 GCG Summit in Miami, we had the pleasure of hosting key players from the National Science Foundation, including Anita Perkins and Brittany Eason, who shared invaluable insights into government contracting. During those discussions, a pivotal recommendation surfaced—why not interview OSDBU Director Wonzie Gardner. Well, today, I’m bringing that conversation straight to you. With over 40 years of experience navigating federal agencies, Wonzie has played a crucial role in ensuring small businesses secure millions in contracts while supporting vital missions like advancing science and innovation. In this episode, Wonzie dives deep into the strategies that small businesses can use to thrive in federal contracting. We discuss the immense opportunities within the NSF vendor portal, the critical role of subcontracting in scaling a business, and the evolving landscape of small business utilization in government contracts. Whether you're new to government contracting or looking to level up, this episode is packed with actionable advice to help you get in the game and stay competitive. Stay tuned and take notes—this is a conversation you won’t want to miss! Linkedin: https://www.linkedin.com/in/wonzie-gardner-b7574810/ Company Linedin: https://www.linkedin.com/company/national-science-foundation/ Website: https://www.nsf.gov/ Instagram: https://www.instagram.com/nsfgov",Eric Coffie,2025-02-12,42,https://traffic.libsyn.com/secure/govcongiants/EP252_-_With_Encore_Ad.mp3?dest-id=1224122,60772608,audio/mpeg,https://govcongiants.libsyn.com/252-how-small-businesses-unlock-10m-in-federal-contractssecrets-revealed,,6dd92943-9bb3-40b4-8c2b-fb9edd041513
251,1,Unlocking Federal Opportunities with the SBA Mentor Protégé Program with Kanika Perkins,"Today’s show was brought to you by our sponsor Encore Funding. Have you or someone you know recently been awarded a government contract and cannot secure funding? Encore Funding has your back, with a recently launched Government division they are...","Today’s show was brought to you by our sponsor Encore Funding. Have you or someone you know recently been awarded a government contract and cannot secure funding? Encore Funding has your back, with a recently launched Government division they are funding your receivables so you can just focus on the work. Visit encoregov.com for more information on how to get the money you need to continue growing your business. In this episode, we dive deep into the SBA Mentor Protégé Program, a transformative initiative for small businesses eager to dominate the federal marketplace. I’m joined by Kanika Perkins, a powerhouse with over 16 years of federal service. As a former contracting officer and now the deputy director of this groundbreaking program, Kanika shares insights into how over 1,900 active agreements are unlocking billions of dollars in opportunities for small businesses nationwide. Kanika was introduced to me by none other than Jackie Robinson Burnett, another legend on this show. Together, we explore the strategic moves small businesses need to scale—like avoiding costly mistakes, building capacity, and forming the right partnerships. Whether you’re trying to turn $200K in revenue into multi-million-dollar contracts or simply understand how to maximize your federal contracting potential, this is a conversation you don’t want to miss. Tune in to uncover the secrets to thriving in the federal marketplace! Linkedin: https://www.linkedin.com/in/kaperkins2008/ SBA Linkedin: https://www.linkedin.com/company/us-small-business-administration/ Website: https://www.sba.gov/ Email: sbampp@sba.gov",Eric Coffie,2025-02-05,75,https://traffic.libsyn.com/secure/govcongiants/EP251_-_With_Encore_Ad.mp3?dest-id=1224122,107728704,audio/mpeg,https://govcongiants.libsyn.com/251-unlocking-federal-opportunities-with-the-sba-mentor-protg-program-with-kanika-perkins,,f5f13f22-e4d0-4d03-84fb-a6c0793f2127
250,1,Unlocking Billions in Small Business Opportunities with the Navy’s Small Business Champion,"In this episode of the Govcon Giants Podcast, we have a special guest Leslie Faircloth, a dynamic small business advocate working with the Naval Air Warfare Center Training Systems Division (NAWC TSD). Leslie and her team are responsible for creating...","In this episode of the Govcon Giants Podcast, we have a special guest Leslie Faircloth, a dynamic small business advocate working with the Naval Air Warfare Center Training Systems Division (NAWC TSD). Leslie and her team are responsible for creating over $100 million in small business opportunities annually, all while supporting NAWC TSD’s mission of maintaining 98% operational availability on 18,800 training devices across the globe. Join us as Leslie shares practical advice on aligning your business capabilities with Navy procurement needs, navigating the government contracting space, and the critical role of persistence in becoming a standout prime contractor. Packed with actionable insights and inspiration, this episode is a must-listen for small businesses ready to make an impact in federal contracting. Linkedin: https://www.linkedin.com/in/leslie-faircloth-53219b37/ Website: https://www.navair.navy.mil/nawctsd/ Company Linkedin: https://www.linkedin.com/company/nawctsd/",Eric Coffie,2025-01-29,73,https://traffic.libsyn.com/secure/govcongiants/EP250_-_FULL_Audio.mp3?dest-id=1224122,105599808,audio/mpeg,https://govcongiants.libsyn.com/250-unlocking-billions-in-small-business-opportunities-with-the-navys-small-business-champion,,b5e43422-083b-406c-acb2-4f619eab8a55
249,1,From Pressure Washer to Federal Contractor: How a 27-Year-Old Landed a Multi-Year Army Base Deal,"In this episode of GovCon Giants, I sit down with Devoski Boyd, a 27-year-old trailblazer who’s rewriting the rules for young entrepreneurs in the federal contracting space. Starting as a college pressure washing business owner, Devoski now heads...","In this episode of GovCon Giants, I sit down with Devoski Boyd, a 27-year-old trailblazer who’s rewriting the rules for young entrepreneurs in the federal contracting space. Starting as a college pressure washing business owner, Devoski now heads Boyd Construction Group, a thriving government contracting business. He’s landed long-term federal contracts, including a game-changing waste management contract with an Army training base in Alabama—all without certifications. Devoski’s story proves that strategic market research and responding to sources sought notices on sam.gov can lead to massive opportunities. We discuss how the shrinking pool of small businesses registered on sam.gov—down to less than 70,000—is creating unparalleled chances for new contractors. Devoski also shares his secrets to managing capital effectively and building a legacy for his family. If you’ve ever wondered how to break into government contracting or turn a simple sam.gov registration into transformative contracts, this episode is for you. Stay tuned for insights that could change your approach to federal contracting forever!",Eric Coffie,2025-01-22,41,https://traffic.libsyn.com/secure/govcongiants/EP249_-_FULL_Audio.mp3?dest-id=1224122,58419648,audio/mpeg,https://govcongiants.libsyn.com/249-from-pressure-washer-to-federal-contractor-how-a-27-year-old-landed-a-multi-year-army-base-deal,,e5e33099-3e54-4d98-8665-049f5234727b
248,1,Turning Appraisal Business Into a Federal Contracting Powerhouse with Astrelain Josue,"In this episode of the GovCon Giants Podcast, we have Astrelain Josue, the managing partner of Astral Appraisal Management, to discuss his inspiring journey from running a traditional real estate appraisal business to becoming a powerhouse in the...","In this episode of the GovCon Giants Podcast, we have Astrelain Josue, the managing partner of Astral Appraisal Management, to discuss his inspiring journey from running a traditional real estate appraisal business to becoming a powerhouse in the federal contracting world. Astrelain shares how he secured 15 federal contracts with the USDA Rural Housing Division and his involvement in a billion-dollar IDIQ contract, all without any federal certifications when starting out. This episode dives deep into the strategies, relationships, and mindset that fueled his success. Whether you're just starting in the federal contracting space or looking to take your business to the next level, Astrelain's journey offers actionable insights and inspiration. Stay tuned for his practical tips on how you can position yourself for success in this competitive market. Linkedin: https://www.linkedin.com/in/astrelain-josue-34227b32/ Website: https://www.astroamc.com/ Contact: https://www.astroamc.com/contact Email: info@mysite.com",Eric Coffie,2025-01-15,30,https://traffic.libsyn.com/secure/govcongiants/EP248_-_FULL_Audio.mp3?dest-id=1224122,43833050,audio/mpeg,https://govcongiants.libsyn.com/248-turning-appraisal-business-into-a-federal-contracting-powerhouse-with-astrelain-josue,,0242078d-2e9f-4b1c-88d6-4c4b7a12680e
247,1,From Zero to National Powerhouse: How Delali Dzirasa Built a $100M Tech Empire Against All Odds,"In this episode of the GovCon Giants Podcast, we welcome a visionary entrepreneur Delali Dzirasa, founder and CEO of Fearless, a company that creates software designed to make meaningful social impact. Delali shares his inspiring journey of building...","In this episode of the GovCon Giants Podcast, we welcome a visionary entrepreneur Delali Dzirasa, founder and CEO of Fearless, a company that creates software designed to make meaningful social impact. Delali shares his inspiring journey of building Fearless from a small two-person operation into a nationally recognized leader in government technology solutions. The discussion dives into the company's mission to create ""software with soul"" and its focus on innovative projects that address social justice and empower underserved communities. Delali opens up about the challenges he faced as a minority entrepreneur in the world of government contracting, often finding himself as the only person of color in the room. Instead of letting these obstacles deter him, he leaned into his mission, breaking barriers and paving the way for others in the industry. The episode is packed with valuable insights on leadership, scaling through acquisitions, and leveraging focus as a powerful tool for business growth. For anyone interested in making an impact in government contracting or building a purpose-driven business, this conversation is a must-listen. Tune in for inspiration and practical advice from Delali's trailblazing experience that will leave you motivated to pursue your goals. Linkedin: https://www.linkedin.com/in/delalid/ Company Linkedin: https://www.linkedin.com/company/fearlessbmore/ Website: https://fearless.tech/ Instagram: https://www.instagram.com/fearlessbmore/ Facebook: https://www.facebook.com/fearlessbmore Email: media@fearless.tech",Eric Coffie,2025-01-08,74,https://traffic.libsyn.com/secure/govcongiants/EP247_-_FULL_Audio.mp3?dest-id=1224122,106138368,audio/mpeg,https://govcongiants.libsyn.com/247-from-zero-to-national-powerhouse-how-delali-dzirasa-built-a-100m-tech-empire-against-all-odds,,7bd6482f-977d-449c-af6a-6e0beae0aa2d
246,1,DLA Secrets: How to Win Big in Federal Contracting with Kevie Hendrix,"Today, we’re diving into a mind-blowing conversation with Kevie Hendricks, a 20-year veteran in the government contracting world and founder of National Materials Supply Company. Known as the DLA Guru, Kevie has secured thousands of contracts for...","Today, we’re diving into a mind-blowing conversation with Kevie Hendricks, a 20-year veteran in the government contracting world and founder of National Materials Supply Company. Known as the DLA Guru, Kevie has secured thousands of contracts for both federal and commercial customers. He’ll reveal how his journey from working at Anheuser Busch and Boeing on multimillion-dollar foreign military sales led him to become a key supplier for the U.S. Military through the Defense Logistics Agency. Whether you’re new to contracting or a seasoned pro, this episode will open your eyes to the opportunities and challenges in today’s post-pandemic contracting landscape. In this episode, Kevie shares the strategies that helped him build his empire, insights into how the federal supply chain has evolved, and the biggest mistakes contractors make when starting out. From managing warehouses in St. Louis to navigating lucrative DLA contracts, Kevie’s story is a blueprint for success. Grab your notebook, sit back, and get ready for an episode packed with actionable advice and insider tips that could land you your next big contract. Linkedin: https://www.linkedin.com/in/kevie-hendrix-mba/ YouTube: https://youtube.com/@thedlaguru TikTok: https://www.tiktok.com/@the_dla_guru Facebook: https://www.facebook.com/NmsHec Instagram: https://www.instagram.com/thedlaguru/ Twitter X: https://twitter.com/theDLAguru",Eric Coffie,2025-01-01,57,https://traffic.libsyn.com/secure/govcongiants/EP246_-_FULL_Audio.mp3?dest-id=1224122,82422720,audio/mpeg,https://govcongiants.libsyn.com/246-dla-secrets-how-to-win-big-in-federal-contracting-with-kevie-hendrix,,f476fc63-587f-43a5-b4f2-69a8bfdf2824
245,1,Five Years Later: How Jon Tellier & JetCo Mastered the New Rules of GovCon,"In today’s episode, we reconnect with a guest who left a lasting impression back in 2019 — Mr. Jon Tellier, founder and president of JetCo Solutions, a trailblazer in the federal contracting space. If you’ve been with us for a while, you’ll...","In today’s episode, we reconnect with a guest who left a lasting impression back in 2019 — Mr. Jon Tellier, founder and president of JetCo Solutions, a trailblazer in the federal contracting space. If you’ve been with us for a while, you’ll remember Jon’s incredible story of building JetCo Solutions from scratch. With nothing more than a small nest egg, a leap of faith, and a lot of grit, he and his wife, Sue, took on the highs and lows of government contracting — one proposal, one client at a time. Fast forward to 2023, and JetCo has earned the prestigious title of Veteran-Owned Small Business of the Year. But here’s the kicker: a lot has changed since we last spoke. In this episode, we dive into the next chapter of Jon’s journey. From growing his team to navigating the most significant shifts in the government contracting world — like the rise of AI, new cybersecurity requirements, and staying competitive in an evolving market — Jon shares his hard-earned insights. You’ll hear how JetCo adapted their strategies, won even bigger contracts, and maintained their scrappy, success-driven mindset. Plus, stick around for Jon’s exclusive tips for businesses just starting in government contracting and the one question he wishes he had asked at the beginning of his journey. And that’s not all! We’ll also get into his thoughts on the future of government contracting, including a game-changing emerging trend no one is talking about — yet. This episode is packed with inspiration, actionable advice, and strategies to help you level up your business. So grab your notebook, tune in, and learn from a true giant in the industry. Let’s jump right in with Mr. Jon Tellier! Company Linkedin: https://www.linkedin.com/company/jetco-solutions/ Linkedin: https://www.linkedin.com/in/jon-tellier-419007a/ Website: https://www.jetcosolutions.com/ Episode 38: https://govcongiants.org/038-jon-tellier",Eric Coffie,2024-12-25,72,https://traffic.libsyn.com/secure/govcongiants/EP245_-_FULL_Audio_with_Ad.mp3?dest-id=1224122,103813632,audio/mpeg,https://govcongiants.libsyn.com/245-five-years-later-how-jon-tellier-jetco-mastered-the-new-rules-of-govcon,,8e61f6b0-10d3-4dbe-9537-daa43bf2e0a3
244,1,Flip the Script! Michelle Burnett Reveals How Small Firms Win Big with HubZone Contracts,"In this episode of the GovCon Giants podcast, I’m bringing back a true powerhouse in the world of government contracting — Michelle Burnett, Executive Director of the HubZone Contractors National Council and President of HubZone Council, Inc. If...","In this episode of the GovCon Giants podcast, I’m bringing back a true powerhouse in the world of government contracting — Michelle Burnett, Executive Director of the HubZone Contractors National Council and President of HubZone Council, Inc. If you’ve ever wondered why billions in HubZone contracts go unclaimed or how to position your business for success, this episode is for you. Michelle breaks down the real challenges facing small businesses trying to tap into HubZone opportunities. We talk about new regulations, the power of teaming, and why small firms (even with less than 10 employees) can still win big. She shares game-changing strategies on how to ""flip the script"" and position your company as a must-have partner for larger contractors. We also dig into the true mission behind the HubZone program — it’s not just about landing contracts, it’s about revitalizing communities and creating jobs where they’re needed most. Plus, Michelle shares success stories of businesses that have leveraged these strategies to change their entire trajectory. This episode is packed with actionable advice, insider tips, and a fresh perspective on HubZone opportunities. If you want to learn how to turn overlooked set-asides into wins, you need to tune in. Linkedin: https://www.linkedin.com/in/michelle-burnett-21737771/ Hubzone Linkedin: https://www.linkedin.com/company/hubzone-contractors-national-council/ Website: https://www.hubzonecouncil.org/ Email: info@hubzonecouncil.org",Eric Coffie,2024-12-18,89,https://traffic.libsyn.com/secure/govcongiants/EP244_-_FULL_Audio.mp3?dest-id=1224122,128155392,audio/mpeg,https://govcongiants.libsyn.com/244-flip-the-script-michelle-burnett-reveals-how-small-firms-win-big-with-hubzone-contracts,,0c6af6f8-2a72-4bde-81fa-67164a18b506
